time,.header.seq,.header.stamp.secs,.header.stamp.nsecs,.header.frame_id,.coordinate_frame,.type_mask,x_pose,y_pose,z_pose,.velocity.x,.velocity.y,.velocity.z,.acceleration_or_force.x,.acceleration_or_force.y,.acceleration_or_force.z,.yaw,.yaw_rate
2023/02/22/20:33:19.284497,3137,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:19.334541,3138,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:19.384552,3139,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:19.434566,3140,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:19.484492,3141,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:19.534557,3142,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:19.584437,3143,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:19.634520,3144,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:19.684550,3145,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:19.734750,3146,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:19.784445,3147,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:19.834629,3148,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:19.884611,3149,0,0,,1,504,0,10,10,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:19.934584,3150,0,0,,1,504,0,10,11,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:19.984494,3151,0,0,,1,504,0,10,12,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:20.034585,3152,0,0,,1,504,0,10,13,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:20.084508,3153,0,0,,1,504,0,10,14,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:20.134509,3154,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:20.184492,3155,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:20.234631,3156,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:20.284872,3157,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:20.334831,3158,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:20.384651,3159,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:20.434838,3160,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:20.484532,3161,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:20.534502,3162,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:20.584439,3163,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:20.634598,3164,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:20.684550,3165,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:20.734576,3166,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:20.784484,3167,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:20.834572,3168,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:20.884582,3169,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:20.934608,3170,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:20.984451,3171,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:21.034737,3172,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:21.084587,3173,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:21.134651,3174,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:21.184526,3175,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:21.234598,3176,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:21.284508,3177,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:21.334699,3178,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:21.384544,3179,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:21.434704,3180,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:21.484523,3181,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:21.534598,3182,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:21.584670,3183,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:21.634603,3184,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:21.684467,3185,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:21.734620,3186,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:21.784547,3187,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:21.834520,3188,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:21.884427,3189,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:21.934467,3190,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:21.984473,3191,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:22.034546,3192,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:22.084439,3193,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:22.134587,3194,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:22.184557,3195,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:22.234652,3196,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:22.284548,3197,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:22.334516,3198,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:22.384508,3199,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:22.434441,3200,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:22.484421,3201,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:22.534338,3202,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:22.584550,3203,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:22.634495,3204,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:22.684714,3205,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:22.734524,3206,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:22.784539,3207,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:22.834552,3208,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:22.884496,3209,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:22.934529,3210,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:22.984483,3211,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:23.034708,3212,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:23.084656,3213,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:23.134600,3214,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:23.184507,3215,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:23.234445,3216,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:23.284461,3217,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:23.334305,3218,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:23.384415,3219,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:23.434411,3220,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:23.484385,3221,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:23.534597,3222,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:23.584777,3223,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:23.634758,3224,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:23.684613,3225,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:23.734710,3226,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:23.784465,3227,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:23.834571,3228,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:23.884464,3229,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:23.934523,3230,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:23.984517,3231,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:24.034584,3232,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:24.084620,3233,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:24.134537,3234,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:24.184781,3235,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:24.234574,3236,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:24.284581,3237,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:24.334577,3238,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:24.384516,3239,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:24.434649,3240,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:24.484671,3241,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:24.534560,3242,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:24.584404,3243,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:24.634705,3244,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:24.684382,3245,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:24.734648,3246,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:24.784565,3247,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:24.834780,3248,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:24.884618,3249,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:24.934587,3250,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:24.984694,3251,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:25.034631,3252,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:25.084691,3253,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:25.134764,3254,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:25.184632,3255,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:25.234710,3256,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:25.284569,3257,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:25.334655,3258,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:25.384732,3259,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:25.434528,3260,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:25.484642,3261,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:25.534739,3262,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:25.584532,3263,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:25.634463,3264,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:25.684709,3265,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:25.734542,3266,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:25.784659,3267,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:25.834633,3268,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:25.884739,3269,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:25.934633,3270,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:25.984522,3271,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:26.034714,3272,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:26.084548,3273,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:26.134823,3274,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:26.184608,3275,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:26.234607,3276,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:26.284673,3277,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:26.334521,3278,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:26.384636,3279,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:26.434572,3280,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:26.484517,3281,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:26.534538,3282,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:26.584533,3283,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:26.634517,3284,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:26.684488,3285,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:26.734629,3286,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:26.784585,3287,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:26.834619,3288,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:26.884599,3289,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:26.934565,3290,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:26.984597,3291,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:27.034577,3292,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:27.084467,3293,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:27.134572,3294,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:27.184609,3295,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:27.234703,3296,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:27.284430,3297,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:27.334799,3298,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:27.384521,3299,0,0,,1,504,0,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:27.434628,3300,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:27.484537,3301,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:27.534735,3302,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:27.584674,3303,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:27.634669,3304,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:27.684581,3305,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:27.734628,3306,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:27.784534,3307,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:27.834655,3308,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:27.884553,3309,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:27.934725,3310,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:27.984734,3311,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:28.034821,3312,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:28.084496,3313,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:28.134804,3314,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:28.184906,3315,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:28.234810,3316,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:28.284494,3317,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:28.334734,3318,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:28.384592,3319,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:28.434850,3320,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:28.484479,3321,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:28.534777,3322,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:28.584549,3323,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:28.634815,3324,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:28.684654,3325,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:28.734543,3326,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:28.784633,3327,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:28.834634,3328,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:28.884546,3329,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:28.934788,3330,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:28.984660,3331,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:29.034769,3332,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:29.084625,3333,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:29.134776,3334,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:29.184598,3335,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:29.234713,3336,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:29.284497,3337,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:29.334719,3338,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:29.384518,3339,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:29.434795,3340,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:29.484630,3341,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:29.534725,3342,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:29.584658,3343,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:29.634918,3344,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:29.684540,3345,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:29.734936,3346,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:29.784773,3347,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:29.834882,3348,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:29.884531,3349,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:29.934759,3350,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:29.984560,3351,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:30.034656,3352,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:30.084373,3353,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:30.134594,3354,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:30.184803,3355,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:30.234632,3356,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:30.284530,3357,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:30.334764,3358,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:30.384564,3359,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:30.435149,3360,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:30.484605,3361,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:30.534734,3362,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:30.584677,3363,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:30.634583,3364,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:30.684492,3365,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:30.734872,3366,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:30.784542,3367,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
2023/02/22/20:33:30.834632,3368,0,0,,1,504,5,10,15,0,0,0,0,0,0,1.570796013,0
